MW,cLogP,TPSA,HBD,HBA,RotB,RingCount,AromRings,FracCsp3,HeavyAtoms,FormalCharge,QED,BertzCT,NumHeteroatoms,StereoCentres,dataset,mol_id,smiles,pchembl,n_meas,endpoints,scaffold,Lipinski_viol,Veber_ok
403.52600000000024,5.699820000000005,54.46,1,5,5,4,3,0.36,30,0,0.5539238947389284,1038.1931340394385,5,0,InhA_enzyme,CHEMBL5423946,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(N4CCC(C)CC4)cc3)c2c1,4.96,1,IC50,c1ccc2c(Nc3ccc(N4CCCCC4)cc3)ccnc2c1,1,1
375.4720000000002,5.063720000000004,54.46,1,5,5,4,3,0.30434782608695654,28,0,0.631559594108121,992.6501112208961,5,0,InhA_enzyme,CHEMBL5407200,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(N4CCCC4)cc3)c2c1,4.66,1,IC50,c1ccc2c(Nc3ccc(N4CCCC4)cc3)ccnc2c1,1,1
389.49900000000025,5.453820000000005,54.46,1,5,5,4,3,0.3333333333333333,29,0,0.5878465125087697,1008.5595499314392,5,0,InhA_enzyme,CHEMBL1198279,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(N4CCCCC4)cc3)c2c1,5.1,4,IC50|Ki,c1ccc2c(Nc3ccc(N4CCCCC4)cc3)ccnc2c1,1,1
480.6120000000003,5.785720000000006,57.7,1,6,7,5,4,0.26666666666666666,36,0,0.33823527660933606,1330.6763514687361,6,0,InhA_enzyme,CHEMBL5432926,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(N4CCN(Cc5ccccc5)CC4)cc3)c2c1,4.58,1,IC50,c1ccc(CN2CCN(c3ccc(Nc4ccnc5ccccc45)cc3)CC2)cc1,1,1
391.47100000000023,4.300120000000003,63.69,1,6,5,4,3,0.30434782608695654,29,0,0.6544698966232472,1011.8018374572721,6,0,InhA_enzyme,CHEMBL5433685,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(N4CCOCC4)cc3)c2c1,4.71,1,IC50,c1ccc2c(Nc3ccc(N4CCOCC4)cc3)ccnc2c1,0,1
323.4170000000001,4.454820000000003,38.66,0,3,4,3,2,0.15789473684210525,23,0,0.780065133347513,794.271841298634,4,0,InhA_enzyme,CHEMBL565129,CCOc1ccc(/C=C2/SC(c3ccccc3)=NC2=O)cc1C,5.0,1,IC50,O=C1N=C(c2ccccc2)SC1=Cc1ccccc1,0,1
361.4890000000002,5.675820000000005,37.39,1,4,5,4,3,0.34782608695652173,27,0,0.6346335454051195,914.8048205275277,4,0,InhA_enzyme,CHEMBL5403671,CCOc1ccc2nc(C)cc(Nc3ccc(N4CCCCC4)cc3)c2c1,5.02,1,IC50,c1ccc2c(Nc3ccc(N4CCCCC4)cc3)ccnc2c1,1,1
441.1960000000001,1.9925000000000002,111.79,2,7,5,3,2,0.17647058823529413,30,0,0.31921910434164324,1122.1072101434313,13,0,InhA_enzyme,CHEMBL5190515,CCS(=O)(=O)N1N=Cc2ccc(Oc3ccc(C(F)(F)F)cc3/C=N/O)cc2B1O,7.52,2,IC50,B1NN=Cc2ccc(Oc3ccccc3)cc21,0,1
542.5890000000002,0.9083000000000006,177.03999999999996,4,10,6,3,2,0.48148148148148145,39,0,0.3836855238402826,1177.3868255845161,12,7,InhA_enzyme,CHEMBL4548115,CC[C@@H](C)[C@H]1OC(=O)[C@H](C)[C@H](O)[C@H](Cc2cccnc2)NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC1=O,4.5,1,IC50,O=C1CCC(Cc2cccnc2)NC(=O)C(NC(=O)c2ccccn2)COC(=O)CO1,1,0
542.5890000000002,0.9083000000000006,177.03999999999996,4,10,6,3,2,0.48148148148148145,39,0,0.3836855238402826,1177.3868255845161,12,7,InhA_enzyme,CHEMBL4575301,CC[C@H](C)[C@H]1OC(=O)[C@H](C)[C@H](O)[C@H](Cc2cccnc2)NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC1=O,4.06,1,IC50,O=C1CCC(Cc2cccnc2)NC(=O)C(NC(=O)c2ccccn2)COC(=O)CO1,1,0
